arm	record_id	source_frame_id	gold_label	pred_source	correct_source	pred_grey	correct_grey	pred_mismatch	correct_mismatch	pred_mask	correct_mask	pred_noise	correct_noise	pred_mirror	correct_mirror
point	1639	1483	2	2	1	2	1	0	0	3	0	2	1	2	1
point	598	541	2	2	1	1	0	2	1	2	1	2	1	2	1
point	2139	1927	2	2	1	2	1	2	1	2	1	2	1	2	1
point	2063	1856	0	0	1	0	1	0	1	0	1	0	1	0	1
point	939	860	1	1	1	2	0	2	0	1	1	1	1	1	1
point	1162	1054	1	1	1	3	0	0	0	3	0	3	0	1	1
point	1145	1039	0	0	1	0	1	2	0	0	1	0	1	0	1
point	914	837	1	1	1	1	1	1	1	1	1	1	1	1	1
point	1844	1665	3	3	1	2	0	0	0	3	1	0	0	3	1
point	982	894	1	1	1	1	1	3	0	1	1	1	1	1	1
point	981	894	1	1	1	0	0	0	0	2	0	0	0	1	1
point	1224	1110	1	1	1	1	1	3	0	1	1	1	1	1	1
point	1205	1093	3	2	0	0	0	2	0	2	0	3	1	1	0
point	1206	1093	0	0	1	3	0	2	0	0	1	0	1	0	1
point	2074	1865	3	3	1	3	1	3	1	3	1	3	1	3	1
point	1816	1641	3	3	1	3	1	1	0	1	0	3	1	3	1
point	1919	1730	3	3	1	2	0	3	1	2	0	2	0	2	0
point	1414	1281	0	0	1	0	1	0	1	0	1	0	1	0	1
point	696	633	3	3	1	0	0	3	1	3	1	1	0	3	1
point	2416	2178	0	0	1	1	0	1	0	0	1	1	0	0	1
point	2172	1955	3	3	1	2	0	2	0	3	1	3	1	3	1
point	1436	1301	0	0	1	3	0	0	1	0	1	0	1	0	1
point	707	644	0	0	1	1	0	1	0	1	0	1	0	0	1
point	813	744	2	2	1	3	0	3	0	0	0	0	0	2	1
point	1757	1587	2	2	1	1	0	0	0	1	0	1	0	2	1
point	1566	1417	3	0	0	2	0	3	1	0	0	0	0	3	1
point	1097	995	3	3	1	3	1	3	1	2	0	2	0	3	1
point	1098	995	3	3	1	1	0	1	0	3	1	1	0	1	0
point	2325	2098	3	3	1	3	1	3	1	3	1	3	1	3	1
point	1771	1600	0	0	1	0	1	3	0	3	0	0	1	0	1
point	1601	1449	0	0	1	0	1	0	1	0	1	0	1	0	1
point	2095	1884	0	0	1	0	1	0	1	0	1	0	1	0	1
point	1922	1733	0	0	1	0	1	2	0	0	1	0	1	0	1
point	2394	2160	3	3	1	1	0	1	0	3	1	3	1	3	1
point	1005	916	0	0	1	0	1	0	1	0	1	0	1	1	0
point	270	249	1	1	1	2	0	0	0	1	1	1	1	1	1
point	1769	1598	2	2	1	1	0	0	0	0	0	2	1	2	1
point	1241	1123	2	2	1	2	1	1	0	2	1	2	1	2	1
point	560	506	0	0	1	0	1	0	1	0	1	0	1	0	1
point	671	611	2	2	1	2	1	1	0	1	0	2	1	2	1
point	1376	1245	0	0	1	0	1	0	1	2	0	2	0	1	0
point	2486	2246	0	0	1	0	1	1	0	1	0	1	0	1	0
point	1499	1359	0	0	1	0	1	2	0	2	0	2	0	0	1
point	1917	1728	0	3	0	1	0	1	0	1	0	3	0	3	0
point	2470	2230	3	3	1	3	1	1	0	0	0	3	1	3	1
point	145	134	3	2	0	3	1	2	0	1	0	0	0	2	0
point	1073	974	2	2	1	1	0	2	1	2	1	2	1	2	1
point	2203	1985	3	3	1	3	1	3	1	3	1	3	1	3	1
point	2353	2121	1	1	1	1	1	1	1	1	1	1	1	1	1
point	863	789	2	2	1	3	0	0	0	0	0	2	1	2	1
point	1657	1499	2	2	1	3	0	0	0	2	1	2	1	2	1
point	147	136	1	1	1	3	0	2	0	1	1	1	1	1	1
point	558	504	2	2	1	2	1	3	0	2	1	2	1	2	1
point	557	504	3	3	1	1	0	2	0	0	0	1	0	3	1
point	2308	2082	3	3	1	3	1	2	0	0	0	0	0	3	1
point	959	875	3	3	1	1	0	3	1	1	0	1	0	3	1
point	1152	1046	0	0	1	0	1	1	0	0	1	0	1	0	1
point	44	44	3	3	1	1	0	1	0	2	0	3	1	3	1
point	1165	1057	3	3	1	3	1	0	0	3	1	3	1	3	1
point	1034	940	0	0	1	0	1	1	0	0	1	0	1	0	1
point	1264	1142	1	3	0	3	0	2	0	3	0	3	0	3	0
point	1930	1740	3	3	1	3	1	3	1	0	0	0	0	3	1
point	1312	1185	0	0	1	0	1	0	1	0	1	0	1	0	1
point	1929	1739	0	3	0	0	1	0	1	3	0	0	1	0	1
point	2392	2158	3	0	0	1	0	3	1	0	0	0	0	0	0
point	1121	1016	3	3	1	3	1	3	1	3	1	3	1	3	1
point	1374	1243	1	2	0	2	0	3	0	2	0	2	0	2	0
point	1213	1100	0	3	0	2	0	3	0	3	0	3	0	3	0
point	1807	1632	0	0	1	0	1	1	0	0	1	0	1	0	1
point	2169	1952	1	3	0	0	0	1	1	3	0	0	0	3	0
point	781	713	3	3	1	3	1	0	0	3	1	3	1	3	1
point	489	443	1	0	0	0	0	0	0	0	0	0	0	0	0
point	749	682	3	3	1	3	1	2	0	3	1	3	1	3	1
point	117	112	3	3	1	3	1	3	1	3	1	3	1	3	1
point	2137	1925	3	3	1	3	1	3	1	3	1	3	1	3	1
point	584	527	0	0	1	0	1	0	1	0	1	3	0	0	1
point	1565	1416	2	2	1	0	0	3	0	0	0	2	1	2	1
point	199	181	0	0	1	1	0	3	0	0	1	0	1	0	1
point	2645	2392	1	1	1	0	0	3	0	2	0	2	0	1	1
point	291	270	0	0	1	2	0	2	0	2	0	2	0	2	0
point	1413	1280	2	0	0	0	0	3	0	0	0	0	0	0	0
point	1317	1190	3	3	1	3	1	3	1	3	1	3	1	3	1
point	608	551	3	3	1	3	1	3	1	3	1	3	1	3	1
point	1965	1773	1	2	0	0	0	3	0	1	1	0	0	2	0
point	2342	2111	1	1	1	1	1	0	0	1	1	1	1	1	1
point	1404	1271	2	0	0	3	0	0	0	3	0	2	1	0	0
point	264	244	1	1	1	0	0	1	1	1	1	0	0	1	1
point	2487	2247	1	3	0	3	0	3	0	3	0	3	0	3	0
point	841	768	0	0	1	0	1	0	1	0	1	0	1	0	1
point	11	12	1	1	1	3	0	3	0	2	0	1	1	1	1
point	1060	961	1	1	1	0	0	3	0	1	1	1	1	1	1
point	1007	918	3	3	1	3	1	0	0	3	1	3	1	0	0
point	475	431	3	3	1	3	1	3	1	3	1	3	1	3	1
point	2601	2353	0	0	1	0	1	0	1	0	1	0	1	0	1
point	1137	1032	3	3	1	0	0	0	0	1	0	0	0	1	0
point	1234	1118	2	2	1	3	0	3	0	2	1	2	1	2	1
point	1724	1558	0	0	1	0	1	0	1	0	1	0	1	0	1
point	565	511	2	1	0	1	0	3	0	1	0	1	0	1	0
point	207	189	2	2	1	2	1	2	1	2	1	2	1	2	1
point	2026	1825	3	3	1	1	0	1	0	0	0	3	1	3	1
point	2588	2340	0	0	1	2	0	2	0	0	1	2	0	0	1
point	779	711	0	0	1	0	1	0	1	0	1	0	1	0	1
point	898	822	2	2	1	2	1	2	1	2	1	2	1	2	1
point	899	822	2	2	1	2	1	3	0	2	1	2	1	2	1
point	601	544	2	3	0	3	0	3	0	3	0	3	0	3	0
point	1967	1775	1	1	1	1	1	3	0	1	1	1	1	1	1
point	1609	1457	2	2	1	2	1	2	1	2	1	2	1	2	1
point	419	385	3	3	1	3	1	1	0	3	1	3	1	3	1
point	938	859	2	2	1	2	1	2	1	3	0	2	1	2	1
point	2297	2071	0	2	0	2	0	2	0	2	0	2	0	2	0
point	2117	1906	1	1	1	3	0	3	0	1	1	1	1	1	1
point	2035	1833	1	1	1	2	0	1	1	1	1	1	1	1	1
point	520	470	1	1	1	1	1	1	1	1	1	1	1	1	1
point	2509	2268	2	2	1	2	1	2	1	2	1	2	1	2	1
point	2030	1829	1	1	1	0	0	0	0	0	0	0	0	1	1
point	970	883	0	0	1	0	1	3	0	0	1	0	1	0	1
point	1559	1413	2	2	1	2	1	2	1	2	1	2	1	2	1
point	1039	944	0	0	1	0	1	0	1	0	1	0	1	0	1
point	131	124	2	2	1	0	0	0	0	0	0	0	0	2	1
point	494	447	2	2	1	2	1	1	0	2	1	2	1	2	1
point	1758	1588	2	0	0	2	1	2	1	0	0	2	1	0	0
point	34	34	1	1	1	1	1	1	1	1	1	1	1	1	1
point	1186	1078	2	2	1	1	0	3	0	2	1	1	0	2	1
point	2012	1813	3	2	0	2	0	2	0	2	0	2	0	2	0
point	634	575	0	0	1	0	1	0	1	0	1	0	1	0	1
point	423	389	1	1	1	3	0	3	0	2	0	1	1	1	1
point	1139	1034	2	2	1	1	0	0	0	2	1	2	1	2	1
point	229	211	0	0	1	0	1	0	1	0	1	0	1	0	1
point	1437	1302	0	2	0	2	0	2	0	2	0	2	0	2	0
point	1951	1760	3	3	1	2	0	3	1	3	1	3	1	3	1
point	2479	2239	3	3	1	3	1	3	1	3	1	3	1	3	1
point	12	13	2	2	1	1	0	2	1	1	0	1	0	2	1
point	2182	1964	1	1	1	0	0	1	1	1	1	1	1	1	1
point	983	895	1	3	0	2	0	3	0	3	0	3	0	1	1
point	1106	1003	2	2	1	2	1	2	1	2	1	2	1	2	1
point	27	28	3	3	1	0	0	0	0	0	0	3	1	3	1
point	28	28	2	2	1	0	0	1	0	0	0	2	1	2	1
point	452	415	3	3	1	0	0	1	0	2	0	3	1	3	1
point	1297	1173	0	1	0	0	1	1	0	0	1	1	0	1	0
point	1236	1119	1	0	0	0	0	2	0	0	0	0	0	0	0
point	1447	1312	0	0	1	3	0	1	0	0	1	0	1	0	1
point	1049	952	0	0	1	0	1	0	1	0	1	0	1	0	1
point	281	260	1	1	1	1	1	2	0	1	1	1	1	1	1
point	2537	2294	0	0	1	1	0	2	0	1	0	1	0	0	1
point	2397	2162	3	3	1	3	1	3	1	3	1	3	1	3	1
point	857	783	3	3	1	0	0	0	0	0	0	0	0	0	0
point	1621	1467	3	0	0	0	0	2	0	0	0	0	0	0	0
point	2062	1855	3	3	1	3	1	0	0	3	1	3	1	3	1
point	2233	2013	3	3	1	3	1	0	0	3	1	3	1	3	1
point	1192	1082	1	1	1	1	1	3	0	1	1	1	1	1	1
point	78	77	0	0	1	2	0	3	0	0	1	0	1	0	1
point	1588	1436	2	2	1	3	0	3	0	3	0	3	0	2	1
point	142	132	1	1	1	1	1	3	0	1	1	1	1	1	1
point	2498	2257	1	0	0	0	0	0	0	0	0	0	0	0	0
point	2497	2257	0	0	1	3	0	0	1	3	0	3	0	0	1
point	1055	957	2	2	1	2	1	2	1	2	1	2	1	2	1
point	926	847	1	1	1	1	1	0	0	1	1	1	1	1	1
point	414	381	2	2	1	0	0	2	1	2	1	2	1	2	1
point	1630	1475	1	1	1	1	1	1	1	1	1	1	1	1	1
point	2587	2339	0	0	1	1	0	0	1	0	1	3	0	0	1
point	2602	2354	0	0	1	0	1	1	0	1	0	1	0	0	1
point	292	271	2	2	1	3	0	1	0	0	0	0	0	3	0
point	989	901	1	1	1	3	0	3	0	1	1	3	0	1	1
point	2142	1929	2	2	1	0	0	3	0	3	0	2	1	2	1
point	2448	2209	0	0	1	3	0	0	1	3	0	0	1	0	1
point	1492	1353	2	2	1	2	1	0	0	2	1	2	1	2	1
point	454	417	1	1	1	1	1	1	1	1	1	1	1	1	1
point	1441	1306	0	0	1	0	1	0	1	0	1	0	1	0	1
point	2226	2006	2	2	1	2	1	3	0	2	1	2	1	2	1
point	886	811	1	1	1	3	0	3	0	1	1	0	0	1	1
point	1318	1191	1	1	1	3	0	1	1	1	1	1	1	1	1
point	1947	1756	3	3	1	3	1	2	0	3	1	3	1	3	1
point	1133	1028	3	3	1	0	0	0	0	3	1	3	1	3	1
point	1546	1402	0	1	0	1	0	0	1	2	0	1	0	1	0
point	1357	1227	0	0	1	0	1	0	1	0	1	0	1	0	1
point	2008	1810	0	0	1	0	1	2	0	0	1	0	1	0	1
point	911	834	3	0	0	1	0	3	1	0	0	0	0	1	0
point	2613	2365	2	2	1	3	0	3	0	3	0	3	0	2	1
point	1365	1234	3	3	1	0	0	0	0	3	1	0	0	3	1
point	529	479	1	1	1	1	1	1	1	1	1	1	1	1	1
point	1686	1525	1	1	1	0	0	1	1	2	0	2	0	1	1
point	1969	1777	3	3	1	1	0	3	1	3	1	3	1	3	1
point	2089	1880	0	0	1	0	1	2	0	0	1	0	1	0	1
point	2372	2138	2	2	1	3	0	3	0	2	1	2	1	2	1
point	2223	2003	1	1	1	0	0	1	1	0	0	0	0	1	1
point	2222	2003	2	2	1	1	0	1	0	2	1	2	1	2	1
point	416	383	1	3	0	2	0	2	0	3	0	0	0	1	1
point	1535	1393	0	0	1	0	1	2	0	0	1	0	1	0	1
point	820	750	3	3	1	3	1	3	1	3	1	3	1	3	1
point	902	825	0	1	0	2	0	2	0	1	0	2	0	1	0
point	2431	2193	0	0	1	0	1	0	1	0	1	0	1	0	1
point	1761	1591	1	1	1	1	1	1	1	1	1	1	1	1	1
point	748	681	3	3	1	0	0	1	0	3	1	3	1	3	1
point	2594	2346	0	0	1	3	0	3	0	3	0	3	0	0	1
point	600	543	0	0	1	3	0	2	0	0	1	3	0	0	1
point	999	910	0	2	0	0	1	2	0	2	0	1	0	2	0
point	599	542	3	3	1	3	1	1	0	3	1	3	1	3	1
point	554	501	3	3	1	3	1	3	1	3	1	3	1	3	1
point	2328	2100	2	2	1	0	0	1	0	3	0	1	0	3	0
point	1458	1323	0	0	1	3	0	0	1	0	1	0	1	0	1
point	1818	1642	2	2	1	2	1	3	0	2	1	2	1	2	1
point	1610	1458	0	0	1	0	1	3	0	0	1	0	1	0	1
point	1658	1500	1	1	1	1	1	1	1	1	1	1	1	1	1
point	962	877	0	0	1	2	0	0	1	3	0	3	0	0	1
point	961	877	0	0	1	0	1	0	1	0	1	0	1	0	1
point	528	478	1	1	1	1	1	1	1	1	1	0	0	1	1
point	1326	1198	0	0	1	0	1	0	1	2	0	0	1	0	1
point	140	130	0	0	1	0	1	1	0	0	1	0	1	0	1
point	1463	1328	3	3	1	1	0	1	0	3	1	3	1	3	1
point	567	513	2	2	1	0	0	0	0	2	1	2	1	2	1
point	1045	948	2	2	1	2	1	2	1	2	1	2	1	2	1
point	541	490	1	0	0	0	0	0	0	0	0	0	0	0	0
point	542	490	0	0	1	0	1	0	1	0	1	0	1	0	1
point	378	348	3	3	1	3	1	3	1	3	1	3	1	3	1
point	761	694	3	3	1	0	0	1	0	0	0	3	1	3	1
point	758	691	1	1	1	1	1	3	0	3	0	3	0	1	1
point	2055	1850	3	3	1	3	1	3	1	0	0	3	1	3	1
point	2001	1804	1	1	1	1	1	1	1	1	1	1	1	1	1
point	2000	1804	3	3	1	2	0	3	1	3	1	3	1	3	1
point	583	526	3	3	1	3	1	3	1	3	1	3	1	3	1
point	854	780	2	2	1	2	1	2	1	2	1	2	1	2	1
point	853	780	2	2	1	0	0	3	0	2	1	2	1	2	1
point	2094	1883	2	2	1	2	1	2	1	2	1	3	0	2	1
point	636	577	2	2	1	3	0	2	1	0	0	3	0	0	0
point	819	749	3	1	0	1	0	1	0	1	0	1	0	1	0
point	2396	2161	1	3	0	0	0	3	0	0	0	3	0	3	0
point	1784	1611	1	1	1	0	0	0	0	1	1	0	0	1	1
point	1150	1044	3	3	1	3	1	2	0	3	1	3	1	3	1
point	1108	1005	2	2	1	2	1	2	1	2	1	2	1	2	1
point	2640	2389	1	1	1	1	1	0	0	1	1	1	1	1	1
point	783	715	3	3	1	3	1	0	0	3	1	3	1	3	1
point	1107	1004	2	2	1	1	0	1	0	2	1	2	1	2	1
point	1407	1274	3	3	1	0	0	0	0	0	0	3	1	3	1
point	2582	2334	1	1	1	3	0	1	1	3	0	1	1	1	1
point	2149	1935	3	3	1	0	0	0	0	1	0	3	1	3	1
point	539	488	0	0	1	0	1	1	0	0	1	0	1	0	1
point	184	167	0	0	1	1	0	3	0	0	1	0	1	0	1
point	1719	1554	3	3	1	1	0	3	1	1	0	1	0	3	1
point	1720	1554	0	0	1	2	0	1	0	1	0	2	0	0	1
point	13	14	0	0	1	0	1	0	1	0	1	0	1	0	1
point	181	164	3	3	1	3	1	2	0	3	1	3	1	3	1
point	1779	1607	1	1	1	3	0	3	0	0	0	0	0	1	1
point	742	675	2	2	1	0	0	0	0	3	0	3	0	2	1
point	1959	1767	0	0	1	3	0	2	0	3	0	0	1	0	1
point	1958	1767	2	0	0	2	1	3	0	2	1	2	1	2	1
point	1764	1593	3	3	1	3	1	2	0	3	1	3	1	3	1
point	773	705	2	2	1	2	1	0	0	2	1	2	1	2	1
point	1166	1058	0	1	0	0	1	0	1	1	0	0	1	0	1
point	738	671	3	3	1	3	1	0	0	3	1	0	0	3	1
point	2621	2373	0	0	1	0	1	0	1	0	1	0	1	0	1
point	1457	1322	2	2	1	2	1	1	0	2	1	2	1	2	1
point	1838	1660	1	1	1	0	0	1	1	1	1	0	0	1	1
point	2383	2149	2	2	1	2	1	2	1	2	1	2	1	2	1
point	2002	1805	2	2	1	0	0	0	0	2	1	0	0	2	1
point	2221	2002	0	3	0	3	0	0	1	2	0	3	0	3	0
point	1120	1016	1	1	1	1	1	1	1	1	1	1	1	1	1
point	169	153	2	2	1	2	1	2	1	2	1	2	1	2	1
point	1273	1151	1	1	1	2	0	3	0	3	0	2	0	1	1
point	1062	963	3	3	1	3	1	3	1	3	1	3	1	3	1
point	2070	1862	2	1	0	2	1	2	1	2	1	2	1	2	1
point	1247	1128	3	3	1	3	1	3	1	3	1	3	1	3	1
point	1792	1617	1	1	1	3	0	1	1	3	0	1	1	1	1
point	751	684	0	0	1	3	0	3	0	3	0	3	0	3	0
point	260	240	1	1	1	3	0	0	0	1	1	1	1	1	1
point	581	525	1	1	1	0	0	1	1	3	0	0	0	1	1
point	2340	2109	3	2	0	3	1	1	0	3	1	3	1	2	0
point	2605	2357	1	1	1	3	0	3	0	1	1	1	1	1	1
point	1750	1581	2	2	1	2	1	2	1	2	1	2	1	2	1
point	2052	1847	0	0	1	0	1	0	1	0	1	0	1	0	1
point	2469	2229	1	1	1	0	0	3	0	1	1	1	1	1	1
point	706	643	2	3	0	2	1	0	0	0	0	0	0	3	0
point	306	285	2	2	1	0	0	1	0	2	1	0	0	2	1
point	85	83	2	2	1	2	1	2	1	2	1	2	1	2	1
point	86	83	0	0	1	0	1	0	1	0	1	0	1	0	1
point	2072	1863	2	2	1	2	1	2	1	2	1	0	0	2	1
point	2614	2366	1	1	1	1	1	3	0	1	1	1	1	1	1
point	1615	1462	0	0	1	0	1	1	0	0	1	0	1	0	1
point	338	310	0	0	1	2	0	2	0	0	1	0	1	0	1
point	2437	2198	2	1	0	1	0	1	0	1	0	1	0	1	0
point	79	78	2	2	1	3	0	3	0	2	1	3	0	2	1
point	2041	1838	0	0	1	1	0	3	0	1	0	1	0	0	1
point	2040	1838	3	3	1	2	0	2	0	3	1	3	1	3	1
point	1903	1717	1	1	1	1	1	1	1	1	1	1	1	1	1
point	1902	1717	3	3	1	1	0	3	1	1	0	1	0	2	0
point	2632	2382	2	3	0	0	0	3	0	0	0	1	0	3	0
point	359	330	0	3	0	1	0	1	0	1	0	1	0	3	0
point	1640	1483	0	0	1	0	1	1	0	0	1	0	1	0	1
point	807	739	2	2	1	2	1	2	1	2	1	2	1	2	1
point	1383	1251	0	3	0	2	0	2	0	2	0	2	0	0	1
point	1290	1166	0	0	1	3	0	1	0	0	1	0	1	0	1
point	1446	1311	0	2	0	2	0	2	0	2	0	2	0	2	0
point	5	7	0	0	1	1	0	3	0	0	1	0	1	0	1
point	445	409	1	1	1	0	0	3	0	1	1	0	0	1	1
point	524	474	2	2	1	0	0	0	0	0	0	2	1	2	1
point	1220	1106	1	1	1	1	1	1	1	1	1	1	1	1	1
point	1219	1106	1	1	1	1	1	3	0	1	1	2	0	1	1
point	1226	1112	2	2	1	3	0	1	0	3	0	1	0	2	1
point	679	618	2	2	1	2	1	3	0	2	1	0	0	2	1
point	215	197	2	2	1	3	0	2	1	3	0	3	0	2	1
point	1872	1689	1	1	1	3	0	3	0	1	1	1	1	1	1
point	1926	1736	1	1	1	3	0	3	0	1	1	1	1	1	1
point	2237	2017	2	2	1	1	0	1	0	2	1	2	1	2	1
point	733	667	2	2	1	2	1	2	1	2	1	1	0	2	1
point	2548	2305	1	3	0	3	0	3	0	3	0	3	0	3	0
point	2007	1810	3	3	1	0	0	0	0	3	1	3	1	3	1
point	1822	1646	0	1	0	0	1	1	0	0	1	0	1	1	0
point	2474	2234	0	0	1	3	0	3	0	3	0	0	1	0	1
point	954	872	1	1	1	1	1	2	0	1	1	2	0	1	1
point	493	446	1	1	1	1	1	1	1	1	1	1	1	1	1
point	492	446	1	2	0	2	0	2	0	2	0	1	1	2	0
point	1592	1440	0	0	1	3	0	3	0	3	0	0	1	0	1
point	960	876	2	3	0	2	1	1	0	2	1	2	1	3	0
point	1918	1729	2	3	0	2	1	3	0	2	1	2	1	1	0
point	2122	1910	2	2	1	2	1	2	1	2	1	2	1	2	1
point	1169	1061	0	0	1	0	1	0	1	0	1	0	1	0	1
point	1394	1262	1	1	1	0	0	2	0	3	0	1	1	1	1
point	1675	1515	2	2	1	0	0	0	0	0	0	2	1	2	1
point	1674	1515	2	2	1	2	1	2	1	2	1	2	1	2	1
point	509	459	0	0	1	3	0	2	0	3	0	0	1	0	1
point	927	848	3	3	1	3	1	3	1	3	1	3	1	3	1
point	1728	1562	3	3	1	0	0	2	0	3	1	0	0	3	1
point	1334	1206	1	1	1	1	1	1	1	1	1	1	1	1	1
point	2528	2285	3	3	1	3	1	3	1	3	1	3	1	3	1
point	1552	1407	3	3	1	3	1	0	0	3	1	3	1	3	1
point	153	141	3	3	1	2	0	3	1	3	1	3	1	3	1
point	155	141	2	2	1	1	0	2	1	1	0	1	0	2	1
point	2554	2309	3	3	1	1	0	1	0	0	0	2	0	3	1
point	1464	1329	0	0	1	0	1	0	1	0	1	0	1	0	1
point	1791	1616	2	1	0	2	1	2	1	0	0	0	0	2	1
point	1790	1616	2	2	1	2	1	2	1	2	1	2	1	2	1
point	993	904	1	0	0	0	0	3	0	0	0	0	0	0	0
point	992	904	1	0	0	2	0	2	0	0	0	0	0	0	0
point	1032	938	1	1	1	2	0	3	0	2	0	1	1	1	1
point	146	135	1	1	1	1	1	1	1	1	1	1	1	1	1
point	318	296	1	1	1	1	1	0	0	1	1	1	1	1	1
point	1065	966	0	0	1	3	0	3	0	3	0	3	0	0	1
point	702	639	0	0	1	0	1	0	1	0	1	0	1	0	1
point	1912	1725	1	1	1	0	0	0	0	1	1	1	1	1	1
point	437	402	3	3	1	1	0	3	1	3	1	3	1	3	1
point	1864	1682	2	2	1	1	0	0	0	3	0	1	0	2	1
point	664	605	3	2	0	3	1	3	1	2	0	2	0	3	1
point	1513	1372	3	3	1	3	1	3	1	2	0	2	0	3	1
point	197	179	3	2	0	2	0	3	1	2	0	2	0	2	0
point	2579	2331	2	2	1	2	1	2	1	2	1	2	1	2	1
point	2358	2125	3	3	1	2	0	1	0	3	1	3	1	3	1
point	677	616	0	2	0	3	0	2	0	0	1	1	0	2	0
point	2085	1876	2	3	0	1	0	0	0	1	0	3	0	3	0
point	2395	2160	1	1	1	3	0	1	1	1	1	1	1	1	1
point	1798	1623	0	0	1	0	1	0	1	0	1	0	1	0	1
point	625	566	3	3	1	0	0	2	0	3	1	3	1	3	1
point	2610	2362	0	0	1	1	0	1	0	1	0	0	1	0	1
point	972	885	0	0	1	2	0	3	0	3	0	0	1	0	1
point	1	3	0	1	0	1	0	1	0	1	0	1	0	1	0
point	935	856	1	2	0	1	1	3	0	3	0	3	0	2	0
point	2625	2377	0	2	0	2	0	0	1	2	0	2	0	2	0
point	2626	2377	0	3	0	3	0	3	0	3	0	3	0	3	0
point	1803	1628	1	1	1	1	1	0	0	0	0	1	1	1	1
point	376	346	3	3	1	0	0	2	0	1	0	3	1	3	1
point	238	220	3	1	0	2	0	2	0	1	0	1	0	1	0
point	2181	1963	1	2	0	0	0	1	1	2	0	0	0	2	0
point	2503	2262	2	2	1	1	0	3	0	1	0	1	0	2	1
point	1979	1785	0	0	1	0	1	0	1	0	1	0	1	0	1
point	1266	1144	0	0	1	2	0	2	0	0	1	0	1	0	1
point	2422	2184	0	0	1	3	0	3	0	3	0	3	0	0	1
point	2084	1875	2	0	0	2	1	0	0	2	1	2	1	2	1
point	76	75	2	2	1	1	0	2	1	0	0	3	0	2	1
point	371	341	3	3	1	3	1	3	1	3	1	3	1	3	1
point	1142	1037	0	0	1	0	1	0	1	0	1	0	1	0	1
point	1990	1794	1	1	1	1	1	2	0	0	0	0	0	1	1
point	2208	1990	1	1	1	1	1	1	1	1	1	1	1	1	1
point	1156	1049	2	2	1	2	1	2	1	2	1	2	1	2	1
point	188	170	2	2	1	2	1	2	1	2	1	2	1	2	1
point	1127	1022	3	3	1	3	1	1	0	3	1	3	1	3	1
point	880	805	0	0	1	3	0	3	0	3	0	2	0	0	1
point	1490	1351	0	2	0	2	0	0	1	0	1	2	0	2	0
point	1211	1098	3	3	1	3	1	2	0	1	0	1	0	3	1
point	130	123	2	2	1	2	1	2	1	2	1	2	1	2	1
point	1623	1468	1	1	1	3	0	0	0	1	1	3	0	1	1
point	1057	959	1	1	1	1	1	1	1	1	1	1	1	1	1
point	2595	2347	0	1	0	1	0	1	0	1	0	1	0	1	0
point	298	277	2	2	1	1	0	0	0	2	1	2	1	2	1
point	418	384	2	0	0	2	1	2	1	2	1	0	0	0	0
point	417	384	2	2	1	2	1	3	0	2	1	0	0	2	1
point	1842	1663	0	0	1	0	1	0	1	0	1	0	1	0	1
point	1841	1663	3	1	0	0	0	1	0	3	1	2	0	2	0
point	2636	2386	1	1	1	1	1	1	1	1	1	0	0	1	1
point	1168	1060	0	0	1	0	1	0	1	0	1	0	1	3	0
point	1199	1088	3	3	1	1	0	0	0	3	1	3	1	3	1
point	778	710	0	0	1	2	0	3	0	0	1	0	1	0	1
point	2054	1849	1	2	0	3	0	1	1	2	0	2	0	2	0
point	2282	2058	3	3	1	3	1	3	1	3	1	3	1	3	1
point	1868	1685	0	0	1	3	0	3	0	0	1	0	1	0	1
point	1054	956	3	3	1	1	0	3	1	3	1	3	1	3	1
point	1817	1641	3	1	0	3	1	3	1	3	1	3	1	3	1
point	793	725	0	2	0	2	0	2	0	2	0	2	0	2	0
point	63	62	3	3	1	3	1	3	1	3	1	3	1	3	1
point	2567	2321	2	1	0	3	0	1	0	0	0	0	0	2	1
point	2330	2102	3	3	1	3	1	3	1	3	1	3	1	3	1
point	1200	1089	2	2	1	2	1	2	1	2	1	2	1	2	1
point	2267	2043	1	1	1	1	1	3	0	1	1	1	1	1	1
point	1347	1217	2	2	1	0	0	0	0	1	0	3	0	2	1
point	1204	1093	2	1	0	2	1	2	1	1	0	2	1	1	0
point	1662	1504	1	1	1	2	0	1	1	1	1	2	0	1	1
point	643	584	1	1	1	3	0	3	0	3	0	1	1	1	1
point	750	683	2	2	1	2	1	3	0	3	0	2	1	2	1
point	256	236	0	3	0	3	0	3	0	3	0	3	0	3	0
point	17	18	1	2	0	2	0	2	0	2	0	2	0	2	0
point	1175	1067	3	3	1	3	1	0	0	3	1	3	1	3	1
point	332	306	3	2	0	0	0	0	0	1	0	2	0	2	0
point	2130	1918	3	3	1	3	1	3	1	3	1	3	1	3	1
point	1315	1188	0	0	1	2	0	1	0	2	0	2	0	0	1
point	1831	1654	2	3	0	3	0	3	0	1	0	3	0	1	0
point	2391	2157	2	0	0	0	0	2	1	0	0	0	0	2	1
point	1343	1214	2	2	1	2	1	0	0	2	1	2	1	2	1
point	1196	1086	1	1	1	0	0	3	0	1	1	1	1	1	1
point	24	25	1	1	1	0	0	1	1	0	0	3	0	1	1
point	351	323	3	3	1	3	1	3	1	3	1	3	1	3	1
point	1945	1754	0	3	0	3	0	3	0	3	0	3	0	3	0
